em_arg_num,event_mention_id,event_mention_realis,event_mention_subtype,event_mention_type,event_mention_ways,file,hopper_id,label_polarity,trigger_context,trigger_length,trigger_offset,trigger_text
2,em-1150,other,contact,contact,,33ed1c9fdee1000e2340ac7f92c77752,h-1201,neg,"Let me guess, you're 17/18 years old who happens to know a few older men who were involved with the provos/INLA and are feeding you a romanticised, one sided version of events.",7,2965,feeding
1,em-921,actual,endposition,personnel,,3446f8cbcf53eaca5692913ced012b11,h-16,neg,"In the week we were leaving about 4 new polish people were being hired in the same area that we were and them constantly being given overtime, which was a little strange.",7,6015,leaving
2,em-1445,other,endposition,personnel,,3446f8cbcf53eaca5692913ced012b11,h-16,neg,"I remember basically being made redundant and my boyfriend as well, being told there are no more hours for us where we worked, so it is best to just resign and look elsewhere.",6,5968,resign
1,em-942,actual,startposition,personnel,,3446f8cbcf53eaca5692913ced012b11,h-911,neg,"In the week we were leaving about 4 new polish people were being hired in the same area that we were and them constantly being given overtime, which was a little strange.",5,6060,hired
2,em-963,actual,die,life,,3446f8cbcf53eaca5692913ced012b11,h-913,neg,"Only recently in the news a Asian man in the UK ( loads of cases) was called ""pa**"" and stabbed to death.",5,5438,death
2,em-984,actual,attack,conflict,,3446f8cbcf53eaca5692913ced012b11,h-915,neg,"Only recently in the news a Asian man in the UK ( loads of cases) was called ""pa**"" and stabbed to death.",7,5427,stabbed
1,em-1097,actual,attack,conflict,,3446f8cbcf53eaca5692913ced012b11,h-1118,neg,"- Germany was raped far, far harder than Britain has been;- the welfare state was completely falling apart leaving people facing homelessness and genuinely terrifying living standards;- unemployment was something ridiculous like 8 million;- we're arguably far more tolerant (some would say too tolerant) and educated than 70+ years ago;- Communism has gone from being a genuine threat to your life in in Germany, to being reserved for Bond films and textbooks today;- We have a far more stable government;- We haven't lived through a horrifying bloodbath of a war;- Other stuff I haven't though about.",5,507,raped
4,em-707,actual,attack,conflict,,34d49f3357eaf14c849e9cdfeb893273,h-16,pos,"The Aldi customer who shot an armed robber in the store Monday won't face any criminal charges, prosecutors confirmed Friday.",4,90,shot
2,em-728,actual,attack,conflict,,34d49f3357eaf14c849e9cdfeb893273,h-16,neg,"He fired six or seven shots from about 20 feet away, and hit the guy only twice, not injuring him seriously enough with those two shots to prevent him from fleeing.",5,2664,fired
1,em-749,actual,attack,conflict,,34d49f3357eaf14c849e9cdfeb893273,h-16,neg,"He fired six or seven shots from about 20 feet away, and hit the guy only twice, not injuring him seriously enough with those two shots to prevent him from fleeing.",5,2791,shots
4,em-770,actual,injure,life,,34d49f3357eaf14c849e9cdfeb893273,h-705,neg,"He fired six or seven shots from about 20 feet away, and hit the guy only twice, not injuring him seriously enough with those two shots to prevent him from fleeing.",3,2718,hit
1,em-1281,actual,injure,life,,34d49f3357eaf14c849e9cdfeb893273,h-705,neg,"He fired six or seven shots from about 20 feet away, and hit the guy only twice, not injuring him seriously enough with those two shots to prevent him from fleeing.",8,2746,injuring
4,em-1302,actual,injure,life,,34d49f3357eaf14c849e9cdfeb893273,h-705,pos,"The Aldi customer who shot an armed robber in the store Monday won't face any criminal charges, prosecutors confirmed Friday.",4,90,shot
3,em-1344,other,chargeindict,justice,,34d49f3357eaf14c849e9cdfeb893273,h-1379,neg,"The Aldi customer who shot an armed robber in the store Monday won't face any criminal charges, prosecutors confirmed Friday.",7,155,charges
2,em-1651,other,chargeindict,justice,,34d49f3357eaf14c849e9cdfeb893273,h-1379,pos,"I do appreciate the fact this shooter was not charged or detained, since he was acting within his understanding of the laws we have now.",7,4826,charged
3,em-1411,other,injure,life,,34d49f3357eaf14c849e9cdfeb893273,h-1446,neg,"""He disrupted an act that potentially exposed himself and others to great bodily harm,"" Chisholm said.",4,461,harm
3,em-1492,actual,transportperson,movement,,34d49f3357eaf14c849e9cdfeb893273,h-1527,neg,"He fired six or seven shots from about 20 feet away, and hit the guy only twice, not injuring him seriously enough with those two shots to prevent him from fleeing.",7,2817,fleeing
1,em-1529,other,injure,life,,34d49f3357eaf14c849e9cdfeb893273,h-1550,neg,"I too am concerned about injury to bystanders, and I will continue to shop in places with no-weapons signs out front.",6,3066,injury
1,em-1552,other,injure,life,,34d49f3357eaf14c849e9cdfeb893273,h-1573,neg,"To be specific: more guns make possible more gun errors and misuse, more domestic and accidental injuries (deaths) in the home, and more reliance on lethal force to solve problems that could be solved other ways.",8,3455,injuries
1,em-1575,other,die,life,,34d49f3357eaf14c849e9cdfeb893273,h-1596,neg,"To be specific: more guns make possible more gun errors and misuse, more domestic and accidental injuries (deaths) in the home, and more reliance on lethal force to solve problems that could be solved other ways.",6,3465,deaths
1,em-1598,generic,transferownership,transaction,voluntary,34d49f3357eaf14c849e9cdfeb893273,h-1619,neg,I am for closing loopholes on trade show sales and similar loopholes.,5,4074,sales
2,em-1679,other,arrestjail,justice,,34d49f3357eaf14c849e9cdfeb893273,h-1707,neg,"I do appreciate the fact this shooter was not charged or detained, since he was acting within his understanding of the laws we have now.",8,4837,detained
4,em-1709,other,die,life,,34d49f3357eaf14c849e9cdfeb893273,h-1751,neg,"At least he didn't choose to carry a great big gun that killed his target, who was not committing any capital crime.",6,5079,killed
3,em-1753,other,attack,conflict,,34d49f3357eaf14c849e9cdfeb893273,h-1795,neg,"At least he didn't choose to carry a great big gun that killed his target, who was not committing any capital crime.",6,5079,killed
2,em-482,actual,correspondence,contact,,34f729e5ac124e9898b2744a6598d50e,h-455,pos,After shooting he immediately called the police and waited for them.,6,1667,called
1,em-503,actual,correspondence,contact,,34f729e5ac124e9898b2744a6598d50e,h-457,neg,And John's relative's statement about what she overheard on the cell phone call moments before John was shot.,4,1950,call
1,em-706,other,attack,conflict,,34f729e5ac124e9898b2744a6598d50e,h-727,pos,"Ideally, insult their manhood until they took a swing at me then beat their asses in ""self-defense.""",4,201,beat
1,em-782,actual,transportperson,movement,,34f729e5ac124e9898b2744a6598d50e,h-803,pos,He was inside playing video games and had gone outside to move his car when he encountered the two.,4,1523,gone
1,em-820,actual,attack,conflict,,34f729e5ac124e9898b2744a6598d50e,h-841,neg,Doesn't sound like somebody who just wanted to shoot two guys for no reason.,5,1753,shoot
1,em-768,actual,attack,conflict,,35587c6d8aa67724ba23231dd16f7b44,h-16,neg,"Why not a title lie ""School Officials Screw over Rape Victim?""",4,6606,Rape
3,em-789,actual,attack,conflict,,35587c6d8aa67724ba23231dd16f7b44,h-16,neg,"If she was my daughter, those 2 punks that raped her would be found one day after football practice in a ditch with a bullet in their heads.",5,4631,raped
3,em-810,actual,attack,conflict,,35587c6d8aa67724ba23231dd16f7b44,h-16,neg,"If she was my daughter, those 2 punks that raped her would be found one day after football practice in a ditch with a bullet in their heads.",5,2381,raped
2,em-1367,generic,attack,conflict,,35587c6d8aa67724ba23231dd16f7b44,h-1395,neg,Why the hell do guys rape women anyway?,4,5010,rape
1,em-1463,generic,attack,conflict,,35587c6d8aa67724ba23231dd16f7b44,h-1484,neg,16 year old girls do not consent to gang rape.,4,5476,rape
1,em-1573,generic,broadcast,contact,,35587c6d8aa67724ba23231dd16f7b44,h-1594,neg,Because post racial America is showing itself... the same people who don't not like Obama because of his race post this kind of crap.,4,2715,post
1,em-1596,generic,broadcast,contact,,35587c6d8aa67724ba23231dd16f7b44,h-1594,neg,Because post racial America is showing itself... the same people who don't not like Obama because of his race post this kind of crap.,4,3639,post
2,em-1639,generic,meet,contact,,35587c6d8aa67724ba23231dd16f7b44,h-1667,neg,"However, the reality of the situation is that 16 year old girls should not place themselves in situations like this (drinking to apparent excess) while at a party not chaperoned by an adult.",5,1243,party
1,em-714,actual,beborn,life,,36d45aff571e3fbe036f309c18d31668,h-689,neg,As an example I remember when my dad and his 2nd wife had their first baby - I congratulated them etc but inside I was totally gutted.,3,1111,had
3,em-1108,actual,meet,contact,,36d45aff571e3fbe036f309c18d31668,h-1143,neg,You are so good for not letting rip at her in front of her friends.,11,3181,letting rip
1,em-958,other,die,life,,376c304800b734b2a5a2c87b19eddc2a,h-16,neg,"But, if you are alluding to the idea that some people may die, I agree.",3,160,die
1,em-1002,other,transportperson,movement,,376c304800b734b2a5a2c87b19eddc2a,h-1023,neg,I think the expulsion of Arafat may bring that on.,9,305,expulsion
1,em-1025,other,die,life,,376c304800b734b2a5a2c87b19eddc2a,h-1046,neg,Unfortunately they're going to end up at the same address six feet under - they be Pals or Israelis.,6,1130,end up
1,em-1162,other,die,life,,376c304800b734b2a5a2c87b19eddc2a,h-1204,neg,He might be killed and that would be even harder on Israeli PR.,6,3561,killed
1,em-1271,generic,attack,conflict,,376c304800b734b2a5a2c87b19eddc2a,h-1292,neg,"Every attack by the Palestinians is a victory for Sharona nd Co., becasue it gives them justification for another counter.",6,4371,attack
1,em-1294,other,die,life,,376c304800b734b2a5a2c87b19eddc2a,h-1315,neg,Even if it means most of their own side dies in the process.,4,4590,dies
1,em-1317,generic,attack,conflict,,376c304800b734b2a5a2c87b19eddc2a,h-1338,neg,"Every attack by the Palestinians is a victory for Sharona nd Co., becasue it gives them justification for another counter.",7,4479,counter
1,em-1497,other,attack,conflict,,376c304800b734b2a5a2c87b19eddc2a,h-1460,neg,"I've had the idea that the Roadmap was a turning point toward one of the two possible directions-- toward peace, or the beginning of the ultimate fighting between the two.",8,491,fighting
1,em-1534,other,attack,conflict,,376c304800b734b2a5a2c87b19eddc2a,h-1562,neg,He might be killed and that would be even harder on Israeli PR.,6,3561,killed
2,em-896,actual,startposition,personnel,,37d781089c669131c5118415cf470422,h-16,pos,I'm all good now I got a full time job with the feds.,3,5626,job
2,em-917,actual,startposition,personnel,,37d781089c669131c5118415cf470422,h-16,pos,I'm all good now I got a full time job with the feds.,3,2601,job
2,em-1465,generic,correspondence,contact,,37d781089c669131c5118415cf470422,h-1507,neg,We may get a call from a client saying that they need something and called another service as well..and the one who performs the quickest gets the order.,6,1504,called
2,em-1914,generic,correspondence,contact,,37d781089c669131c5118415cf470422,h-1507,neg,We may get a call from a client saying that they need something and called another service as well..and the one who performs the quickest gets the order.,6,4529,called
2,em-1567,generic,transfermoney,transaction,voluntary,37d781089c669131c5118415cf470422,h-1595,pos,We give them bonuses this time a year.,7,1821,bonuses
2,em-2071,generic,transfermoney,transaction,voluntary,37d781089c669131c5118415cf470422,h-1595,pos,We give them bonuses this time a year.,7,4846,bonuses
1,em-1700,other,transfermoney,transaction,voluntary,37d781089c669131c5118415cf470422,h-1721,neg,You will be paying longer and more interest.,6,3156,paying
1,em-1723,generic,transfermoney,transaction,voluntary,37d781089c669131c5118415cf470422,h-1744,pos,Although I think cab drivers pay slightly better.,3,2975,pay
1,em-1752,actual,transfermoney,transaction,voluntary,37d781089c669131c5118415cf470422,h-1773,neg,She started out with shit pay..long hours and lots of long nights.,3,3435,pay
1,em-2020,generic,transfermoney,transaction,voluntary,37d781089c669131c5118415cf470422,h-2048,pos,We have some temps that make great money with us.,5,1772,money
1,em-2050,generic,transfermoney,transaction,voluntary,37d781089c669131c5118415cf470422,h-2048,pos,We have some temps that make great money with us.,5,4797,money
3,em-805,actual,transfermoney,transaction,voluntary,39280a4d31d81837e17469e18a854116,h-16,pos,"All was fine until the subject of maintenance was brought up, he was giving £25 a week for both children but also said he would provied things such as nappies and school clothes but he never did, but since he never did a was wanting to ask for an extra £5 for both of them,he refused and phoned straight away the csa who says he should give £36 a week for the children and he also ran to a solicitor claiming i don't let him see the children, so we was suppose to go to mediation to resolve that issue but he canceled it.",6,322,giving
2,em-826,actual,correspondence,contact,,39280a4d31d81837e17469e18a854116,h-801,neg,"All was fine until the subject of maintenance was brought up, he was giving £25 a week for both children but also said he would provied things such as nappies and school clothes but he never did, but since he never did a was wanting to ask for an extra £5 for both of them,he refused and phoned straight away the csa who says he should give £36 a week for the children and he also ran to a solicitor claiming i don't let him see the children, so we was suppose to go to mediation to resolve that issue but he canceled it.",6,541,phoned
4,em-926,actual,transferownership,transaction,voluntary,39280a4d31d81837e17469e18a854116,h-978,pos,"All was fine until the subject of maintenance was brought up, he was giving £25 a week for both children but also said he would provied things such as nappies and school clothes but he never did, but since he never did a was wanting to ask for an extra £5 for both of them,he refused and phoned straight away the csa who says he should give £36 a week for the children and he also ran to a solicitor claiming i don't let him see the children, so we was suppose to go to mediation to resolve that issue but he canceled it.",7,381,provied
1,em-986,actual,correspondence,contact,,39280a4d31d81837e17469e18a854116,h-1007,neg,When he has the children he is always texting over silling little things but being quite mean about it and wants to get the social service involved.,7,1022,texting
1,em-1111,other,transportperson,movement,,39280a4d31d81837e17469e18a854116,h-1132,neg,"My husband has been going through courts trying to see his daughter for the past 8 years and basically most judges will want the children to have stability, The judge granted us access every other weekend from Fri after school to Sun afternoon which is what your ex was having so i think that is acceptable,If you explain to your lawyer that you want your children to see their dad every other weekend as before then its likely his laywer will say there isnt really any point in going to court as you are allowing access, Your ex may try and get a little more access and this can result in letters between laywersIt also looks good for you that he didnt attend mediation, It makes HIM look unreansonableIf he doesnt have parental responsability and you are fine with him having it then ask your lawyer to sort it out, My husband has parental responsability of his daughter and basically all in means is that he will be informed if god forbid my step daughter was in and accident, He can contact her school for information about attendance etcDont worry about SS if he does call them they may come and see you but if you are coping and the kids are safe then they wont get involvedGood luck and keep your chin up",6,2346,attend
1,em-1259,other,injure,life,,39280a4d31d81837e17469e18a854116,h-1280,neg,"My husband has been going through courts trying to see his daughter for the past 8 years and basically most judges will want the children to have stability, The judge granted us access every other weekend from Fri after school to Sun afternoon which is what your ex was having so i think that is acceptable,If you explain to your lawyer that you want your children to see their dad every other weekend as before then its likely his laywer will say there isnt really any point in going to court as you are allowing access, Your ex may try and get a little more access and this can result in letters between laywersIt also looks good for you that he didnt attend mediation, It makes HIM look unreansonableIf he doesnt have parental responsability and you are fine with him having it then ask your lawyer to sort it out, My husband has parental responsability of his daughter and basically all in means is that he will be informed if god forbid my step daughter was in and accident, He can contact her school for information about attendance etcDont worry about SS if he does call them they may come and see you but if you are coping and the kids are safe then they wont get involvedGood luck and keep your chin up",8,2664,accident
1,em-1143,actual,transfermoney,transaction,voluntary,3a0d64b5cb2bc7319e803e344dc695b5,h-16,pos,(7) Obama has provided funds for the Iron Dome.,5,1936,funds
3,em-1164,actual,transferownership,transaction,voluntary,3a0d64b5cb2bc7319e803e344dc695b5,h-1141,pos,(10) He has sold high tech military warplanes to Israel and is committed to Israel's military tech edge.,4,2099,sold
2,em-1202,actual,die,life,,3a0d64b5cb2bc7319e803e344dc695b5,h-1223,pos,(9) Obama is killing terrorist and fighting the war on terror with vigor.,7,2026,killing
2,em-1234,actual,attack,conflict,,3a0d64b5cb2bc7319e803e344dc695b5,h-1262,pos,(9) Obama is killing terrorist and fighting the war on terror with vigor.,8,2048,fighting
1,em-1372,other,elect,personnel,,3a0d64b5cb2bc7319e803e344dc695b5,h-1393,pos,Not having to worry about re-election will allow Obama the freedom to throw off the Zionist slave chains that are wrapped around the presidency.,8,5085,election
2,em-1721,actual,contact,contact,,3a0d64b5cb2bc7319e803e344dc695b5,h-1749,pos,(6) Obama stated in ISLAMIC COUNTRIES that the bond btw American and Israel is unshakable.,6,1832,stated
1,em-1751,generic,transportartifact,movement,,3a0d64b5cb2bc7319e803e344dc695b5,h-1772,pos,(8) Imports from Israel have increased under Obama.,7,1965,Imports
2,em-1774,generic,broadcast,contact,,3a0d64b5cb2bc7319e803e344dc695b5,h-1802,neg,You guys realize that when you have rabid anti-Obama RWers with Obama-Derangement Syndrome like Ghooks making public statements like this means that the GOP is toast this election right?,10,2942,statements
2,em-765,actual,correspondence,contact,,3b34a76a3589417f5db02883b47280a6,h-732,neg,"my brother has joint parental responsibility and has been having frquent access to his son but his mother phones 2 or 3 times while he has his son so he politely said to her dont phone while he is with me as it is my time with him..she then started sending abusive text to him...when she came to pick there son up she started shouting and threatening my brother in front of neighbours and there son he stayed calm...then the mothers new boyfriend started threatening my brother saying your going to die im going to kill you and burn your house down then turned to my brothers 3 year old son and said say good bye to daddy as it is the last time you are going to see him...police have been called......she says she is going to move miles away with there son and her new boyfriend what can my brother do can he stop it....also if she just up and goes with there son what can my brother do....also can he have a say in the amount of times she has moved and moved his school....and could he have a good chance of getting full custody of there son as she has done credit card frauding,drink driving, driving under the influence of drugs,drug dealing,tried to over dose,racing round with lads in cars,boy racing,she has even asked my brother to buy food shopping in as she had no food for there son",4,331,text
1,em-786,actual,transportperson,movement,,3b34a76a3589417f5db02883b47280a6,h-734,neg,"my brother has joint parental responsibility and has been having frquent access to his son but his mother phones 2 or 3 times while he has his son so he politely said to her dont phone while he is with me as it is my time with him..she then started sending abusive text to him...when she came to pick there son up she started shouting and threatening my brother in front of neighbours and there son he stayed calm...then the mothers new boyfriend started threatening my brother saying your going to die im going to kill you and burn your house down then turned to my brothers 3 year old son and said say good bye to daddy as it is the last time you are going to see him...police have been called......she says she is going to move miles away with there son and her new boyfriend what can my brother do can he stop it....also if she just up and goes with there son what can my brother do....also can he have a say in the amount of times she has moved and moved his school....and could he have a good chance of getting full custody of there son as she has done credit card frauding,drink driving, driving under the influence of drugs,drug dealing,tried to over dose,racing round with lads in cars,boy racing,she has even asked my brother to buy food shopping in as she had no food for there son",4,354,came
2,em-807,actual,contact,contact,,3b34a76a3589417f5db02883b47280a6,h-736,neg,"my brother has joint parental responsibility and has been having frquent access to his son but his mother phones 2 or 3 times while he has his son so he politely said to her dont phone while he is with me as it is my time with him..she then started sending abusive text to him...when she came to pick there son up she started shouting and threatening my brother in front of neighbours and there son he stayed calm...then the mothers new boyfriend started threatening my brother saying your going to die im going to kill you and burn your house down then turned to my brothers 3 year old son and said say good bye to daddy as it is the last time you are going to see him...police have been called......she says she is going to move miles away with there son and her new boyfriend what can my brother do can he stop it....also if she just up and goes with there son what can my brother do....also can he have a say in the amount of times she has moved and moved his school....and could he have a good chance of getting full custody of there son as she has done credit card frauding,drink driving, driving under the influence of drugs,drug dealing,tried to over dose,racing round with lads in cars,boy racing,she has even asked my brother to buy food shopping in as she had no food for there son",6,544,saying
2,em-828,actual,broadcast,contact,,3b34a76a3589417f5db02883b47280a6,h-738,neg,"my brother has joint parental responsibility and has been having frquent access to his son but his mother phones 2 or 3 times while he has his son so he politely said to her dont phone while he is with me as it is my time with him..she then started sending abusive text to him...when she came to pick there son up she started shouting and threatening my brother in front of neighbours and there son he stayed calm...then the mothers new boyfriend started threatening my brother saying your going to die im going to kill you and burn your house down then turned to my brothers 3 year old son and said say good bye to daddy as it is the last time you are going to see him...police have been called......she says she is going to move miles away with there son and her new boyfriend what can my brother do can he stop it....also if she just up and goes with there son what can my brother do....also can he have a say in the amount of times she has moved and moved his school....and could he have a good chance of getting full custody of there son as she has done credit card frauding,drink driving, driving under the influence of drugs,drug dealing,tried to over dose,racing round with lads in cars,boy racing,she has even asked my brother to buy food shopping in as she had no food for there son",4,661,said
2,em-870,actual,contact,contact,,3b34a76a3589417f5db02883b47280a6,h-742,neg,"my brother has joint parental responsibility and has been having frquent access to his son but his mother phones 2 or 3 times while he has his son so he politely said to her dont phone while he is with me as it is my time with him..she then started sending abusive text to him...when she came to pick there son up she started shouting and threatening my brother in front of neighbours and there son he stayed calm...then the mothers new boyfriend started threatening my brother saying your going to die im going to kill you and burn your house down then turned to my brothers 3 year old son and said say good bye to daddy as it is the last time you are going to see him...police have been called......she says she is going to move miles away with there son and her new boyfriend what can my brother do can he stop it....also if she just up and goes with there son what can my brother do....also can he have a say in the amount of times she has moved and moved his school....and could he have a good chance of getting full custody of there son as she has done credit card frauding,drink driving, driving under the influence of drugs,drug dealing,tried to over dose,racing round with lads in cars,boy racing,she has even asked my brother to buy food shopping in as she had no food for there son",5,1285,asked
2,em-1101,generic,correspondence,contact,,3b34a76a3589417f5db02883b47280a6,h-1129,neg,"my brother has joint parental responsibility and has been having frquent access to his son but his mother phones 2 or 3 times while he has his son so he politely said to her dont phone while he is with me as it is my time with him..she then started sending abusive text to him...when she came to pick there son up she started shouting and threatening my brother in front of neighbours and there son he stayed calm...then the mothers new boyfriend started threatening my brother saying your going to die im going to kill you and burn your house down then turned to my brothers 3 year old son and said say good bye to daddy as it is the last time you are going to see him...police have been called......she says she is going to move miles away with there son and her new boyfriend what can my brother do can he stop it....also if she just up and goes with there son what can my brother do....also can he have a say in the amount of times she has moved and moved his school....and could he have a good chance of getting full custody of there son as she has done credit card frauding,drink driving, driving under the influence of drugs,drug dealing,tried to over dose,racing round with lads in cars,boy racing,she has even asked my brother to buy food shopping in as she had no food for there son",6,172,phones
2,em-1131,other,correspondence,contact,,3b34a76a3589417f5db02883b47280a6,h-1180,neg,"my brother has joint parental responsibility and has been having frquent access to his son but his mother phones 2 or 3 times while he has his son so he politely said to her dont phone while he is with me as it is my time with him..she then started sending abusive text to him...when she came to pick there son up she started shouting and threatening my brother in front of neighbours and there son he stayed calm...then the mothers new boyfriend started threatening my brother saying your going to die im going to kill you and burn your house down then turned to my brothers 3 year old son and said say good bye to daddy as it is the last time you are going to see him...police have been called......she says she is going to move miles away with there son and her new boyfriend what can my brother do can he stop it....also if she just up and goes with there son what can my brother do....also can he have a say in the amount of times she has moved and moved his school....and could he have a good chance of getting full custody of there son as she has done credit card frauding,drink driving, driving under the influence of drugs,drug dealing,tried to over dose,racing round with lads in cars,boy racing,she has even asked my brother to buy food shopping in as she had no food for there son",5,245,phone
4,em-1159,actual,meet,contact,,3b34a76a3589417f5db02883b47280a6,h-1203,neg,"my brother has joint parental responsibility and has been having frquent access to his son but his mother phones 2 or 3 times while he has his son so he politely said to her dont phone while he is with me as it is my time with him..she then started sending abusive text to him...when she came to pick there son up she started shouting and threatening my brother in front of neighbours and there son he stayed calm...then the mothers new boyfriend started threatening my brother saying your going to die im going to kill you and burn your house down then turned to my brothers 3 year old son and said say good bye to daddy as it is the last time you are going to see him...police have been called......she says she is going to move miles away with there son and her new boyfriend what can my brother do can he stop it....also if she just up and goes with there son what can my brother do....also can he have a say in the amount of times she has moved and moved his school....and could he have a good chance of getting full custody of there son as she has done credit card frauding,drink driving, driving under the influence of drugs,drug dealing,tried to over dose,racing round with lads in cars,boy racing,she has even asked my brother to buy food shopping in as she had no food for there son",11,428,in front of
1,em-1205,other,die,life,,3b34a76a3589417f5db02883b47280a6,h-1226,neg,"my brother has joint parental responsibility and has been having frquent access to his son but his mother phones 2 or 3 times while he has his son so he politely said to her dont phone while he is with me as it is my time with him..she then started sending abusive text to him...when she came to pick there son up she started shouting and threatening my brother in front of neighbours and there son he stayed calm...then the mothers new boyfriend started threatening my brother saying your going to die im going to kill you and burn your house down then turned to my brothers 3 year old son and said say good bye to daddy as it is the last time you are going to see him...police have been called......she says she is going to move miles away with there son and her new boyfriend what can my brother do can he stop it....also if she just up and goes with there son what can my brother do....also can he have a say in the amount of times she has moved and moved his school....and could he have a good chance of getting full custody of there son as she has done credit card frauding,drink driving, driving under the influence of drugs,drug dealing,tried to over dose,racing round with lads in cars,boy racing,she has even asked my brother to buy food shopping in as she had no food for there son",3,565,die
2,em-1228,other,die,life,,3b34a76a3589417f5db02883b47280a6,h-1226,neg,"my brother has joint parental responsibility and has been having frquent access to his son but his mother phones 2 or 3 times while he has his son so he politely said to her dont phone while he is with me as it is my time with him..she then started sending abusive text to him...when she came to pick there son up she started shouting and threatening my brother in front of neighbours and there son he stayed calm...then the mothers new boyfriend started threatening my brother saying your going to die im going to kill you and burn your house down then turned to my brothers 3 year old son and said say good bye to daddy as it is the last time you are going to see him...police have been called......she says she is going to move miles away with there son and her new boyfriend what can my brother do can he stop it....also if she just up and goes with there son what can my brother do....also can he have a say in the amount of times she has moved and moved his school....and could he have a good chance of getting full custody of there son as she has done credit card frauding,drink driving, driving under the influence of drugs,drug dealing,tried to over dose,racing round with lads in cars,boy racing,she has even asked my brother to buy food shopping in as she had no food for there son",4,581,kill
2,em-1256,other,attack,conflict,,3b34a76a3589417f5db02883b47280a6,h-1284,neg,"my brother has joint parental responsibility and has been having frquent access to his son but his mother phones 2 or 3 times while he has his son so he politely said to her dont phone while he is with me as it is my time with him..she then started sending abusive text to him...when she came to pick there son up she started shouting and threatening my brother in front of neighbours and there son he stayed calm...then the mothers new boyfriend started threatening my brother saying your going to die im going to kill you and burn your house down then turned to my brothers 3 year old son and said say good bye to daddy as it is the last time you are going to see him...police have been called......she says she is going to move miles away with there son and her new boyfriend what can my brother do can he stop it....also if she just up and goes with there son what can my brother do....also can he have a say in the amount of times she has moved and moved his school....and could he have a good chance of getting full custody of there son as she has done credit card frauding,drink driving, driving under the influence of drugs,drug dealing,tried to over dose,racing round with lads in cars,boy racing,she has even asked my brother to buy food shopping in as she had no food for there son",4,581,kill
2,em-1286,other,attack,conflict,,3b34a76a3589417f5db02883b47280a6,h-1314,neg,"my brother has joint parental responsibility and has been having frquent access to his son but his mother phones 2 or 3 times while he has his son so he politely said to her dont phone while he is with me as it is my time with him..she then started sending abusive text to him...when she came to pick there son up she started shouting and threatening my brother in front of neighbours and there son he stayed calm...then the mothers new boyfriend started threatening my brother saying your going to die im going to kill you and burn your house down then turned to my brothers 3 year old son and said say good bye to daddy as it is the last time you are going to see him...police have been called......she says she is going to move miles away with there son and her new boyfriend what can my brother do can he stop it....also if she just up and goes with there son what can my brother do....also can he have a say in the amount of times she has moved and moved his school....and could he have a good chance of getting full custody of there son as she has done credit card frauding,drink driving, driving under the influence of drugs,drug dealing,tried to over dose,racing round with lads in cars,boy racing,she has even asked my brother to buy food shopping in as she had no food for there son",4,594,burn
3,em-1316,other,transportperson,movement,,3b34a76a3589417f5db02883b47280a6,h-1351,neg,"my brother has joint parental responsibility and has been having frquent access to his son but his mother phones 2 or 3 times while he has his son so he politely said to her dont phone while he is with me as it is my time with him..she then started sending abusive text to him...when she came to pick there son up she started shouting and threatening my brother in front of neighbours and there son he stayed calm...then the mothers new boyfriend started threatening my brother saying your going to die im going to kill you and burn your house down then turned to my brothers 3 year old son and said say good bye to daddy as it is the last time you are going to see him...police have been called......she says she is going to move miles away with there son and her new boyfriend what can my brother do can he stop it....also if she just up and goes with there son what can my brother do....also can he have a say in the amount of times she has moved and moved his school....and could he have a good chance of getting full custody of there son as she has done credit card frauding,drink driving, driving under the influence of drugs,drug dealing,tried to over dose,racing round with lads in cars,boy racing,she has even asked my brother to buy food shopping in as she had no food for there son",4,792,move
2,em-1353,other,transportperson,movement,,3b34a76a3589417f5db02883b47280a6,h-1351,neg,"my brother has joint parental responsibility and has been having frquent access to his son but his mother phones 2 or 3 times while he has his son so he politely said to her dont phone while he is with me as it is my time with him..she then started sending abusive text to him...when she came to pick there son up she started shouting and threatening my brother in front of neighbours and there son he stayed calm...then the mothers new boyfriend started threatening my brother saying your going to die im going to kill you and burn your house down then turned to my brothers 3 year old son and said say good bye to daddy as it is the last time you are going to see him...police have been called......she says she is going to move miles away with there son and her new boyfriend what can my brother do can he stop it....also if she just up and goes with there son what can my brother do....also can he have a say in the amount of times she has moved and moved his school....and could he have a good chance of getting full custody of there son as she has done credit card frauding,drink driving, driving under the influence of drugs,drug dealing,tried to over dose,racing round with lads in cars,boy racing,she has even asked my brother to buy food shopping in as she had no food for there son",4,910,goes
