file,label_polarity,rel_arg1_context,rel_arg1_entity_specificity,rel_arg1_entity_type,rel_arg1_id,rel_arg1_mention_id,rel_arg1_mention_length,rel_arg1_mention_noun_type,rel_arg1_mention_offset,rel_arg1_role,rel_arg1_text,rel_arg2_context,rel_arg2_entity_specificity,rel_arg2_entity_type,rel_arg2_id,rel_arg2_is_filler,rel_arg2_mention_id,rel_arg2_mention_length,rel_arg2_mention_noun_type,rel_arg2_mention_offset,rel_arg2_role,rel_arg2_text,relation_id,relation_mention_id,relation_mention_realis,relation_subtype,relation_type,trigger_context,trigger_length,trigger_offset,trigger_text
2251a78817e67a2adaf0722fd05c7ac0,neg,"Yes it is a BIG part of out history and i am proud of our history and the importance of what they did, and i think the monarchy did a goodish job in the previous centuries, but now in the modern world, we do not need them.Shows how prompt medical checkups/care can keep you going for so long.well if TSR found out your mother was seriously ill (not wishing bad health on her)you wouldnt expect me to say &amp;quot;frankly there are so many people far more ill than her, just because she happens to be the parent of someone on TSR she doesn't deserve any more care than any other person&amp;quot;hes the husband of our head of state.try and dissasociate yourself with them as much as possible, youre from manchester so maybe its the plastic paddy syndrome...A close member of my family is in fact in hospital over Christmas, but I don't request the sympathy of the nation, so your comparison doesn't work.To me, Prince Philip just happens to be the husband of some woman I neither know nor esteem, because all she did was.. be born to a privileged family.I wish him well just as I would any other stranger's husband.",specific,PER,ent-48,m-603,5,PRO,3332,per,youre,"Yes it is a BIG part of out history and i am proud of our history and the importance of what they did, and i think the monarchy did a goodish job in the previous centuries, but now in the modern world, we do not need them.Shows how prompt medical checkups/care can keep you going for so long.well if TSR found out your mother was seriously ill (not wishing bad health on her)you wouldnt expect me to say &amp;quot;frankly there are so many people far more ill than her, just because she happens to be the parent of someone on TSR she doesn't deserve any more care than any other person&amp;quot;hes the husband of our head of state.try and dissasociate yourself with them as much as possible, youre from manchester so maybe its the plastic paddy syndrome...A close member of my family is in fact in hospital over Christmas, but I don't request the sympathy of the nation, so your comparison doesn't work.To me, Prince Philip just happens to be the husband of some woman I neither know nor esteem, because all she did was.. be born to a privileged family.I wish him well just as I would any other stranger's husband.",specific,GPE,ent-90,0,m-1005,10,NAM,3343,entity,manchester,r-740,relm-1149,true,more,generalaffiliation,"try and dissasociate yourself with them as much as possible, youre from manchester so maybe its the plastic paddy syndrome...",4,3338,from
2251a78817e67a2adaf0722fd05c7ac0,neg,"the queen making a visit to the republic was a big deal, there were some protests from hardliner irish republicans, and general apathy from the rest of the population.but the irish were bowled over when queen came over and paid her respects to irishmen who fought for britain and those who fought for independence from britain, to her bowing in honour of the victims of the first bloody sunday to even ex-IRA members.most people in england and ireland agreed her laying the wreath and paying her respects was a great moment in anglo-irish relations - a lot of irish people said it drew a line under things.now imagine if an elected nobody, perhaps even if david cameron took on the role of president as well as prime minister, would anyone cared or even have noticed if cameron went to ireland to lay down a wreath?would the irish have considered david cameron coming over to lay a wreath it a big step foward in irish-english reconcilliation?NOthe queen is the best abassador this country could ever have.she is in a symbolic role and no one has more symbolic pull than her given her familys history - traced back from william the conquer.",specific,PER,ent-36,m-369,13,NAM,1425,per,david cameron,"the queen making a visit to the republic was a big deal, there were some protests from hardliner irish republicans, and general apathy from the rest of the population.but the irish were bowled over when queen came over and paid her respects to irishmen who fought for britain and those who fought for independence from britain, to her bowing in honour of the victims of the first bloody sunday to even ex-IRA members.most people in england and ireland agreed her laying the wreath and paying her respects was a great moment in anglo-irish relations - a lot of irish people said it drew a line under things.now imagine if an elected nobody, perhaps even if david cameron took on the role of president as well as prime minister, would anyone cared or even have noticed if cameron went to ireland to lay down a wreath?would the irish have considered david cameron coming over to lay a wreath it a big step foward in irish-english reconcilliation?NOthe queen is the best abassador this country could ever have.she is in a symbolic role and no one has more symbolic pull than her given her familys history - traced back from william the conquer.",None,title,f-1425,1,None,9,None,1459,role,president,r-747,relm-1417,false,role,personalsocial,None,None,None,None
2251a78817e67a2adaf0722fd05c7ac0,neg,"Shows how prompt medical checkups/care can keep you going for so long.well if TSR found out your mother was seriously ill (not wishing bad health on her)you wouldnt expect me to say &amp;quot;frankly there are so many people far more ill than her, just because she happens to be the parent of someone on TSR she doesn't deserve any more care than any other person&amp;quot;hes the husband of our head of state.try and dissasociate yourself with them as much as possible, youre from manchester so maybe its the plastic paddy syndrome...A close member of my family is in fact in hospital over Christmas, but I don't request the sympathy of the nation, so your comparison doesn't work.To me, Prince Philip just happens to be the husband of some woman I neither know nor esteem, because all she did was.. be born to a privileged family.I wish him well just as I would any other stranger's husband.As for your Manchester quip, I don't even know what stereotype you're working towards, but I can assure you I do not fit it, and it shows the weakness of your argument if you feel you have to make judgmental comments about my region on the country to back yourself up.",specific,PER,ent-39,m-399,27,NOM,3408,entity,A close member of my family,"Shows how prompt medical checkups/care can keep you going for so long.well if TSR found out your mother was seriously ill (not wishing bad health on her)you wouldnt expect me to say &amp;quot;frankly there are so many people far more ill than her, just because she happens to be the parent of someone on TSR she doesn't deserve any more care than any other person&amp;quot;hes the husband of our head of state.try and dissasociate yourself with them as much as possible, youre from manchester so maybe its the plastic paddy syndrome...A close member of my family is in fact in hospital over Christmas, but I don't request the sympathy of the nation, so your comparison doesn't work.To me, Prince Philip just happens to be the husband of some woman I neither know nor esteem, because all she did was.. be born to a privileged family.I wish him well just as I would any other stranger's husband.As for your Manchester quip, I don't even know what stereotype you're working towards, but I can assure you I do not fit it, and it shows the weakness of your argument if you feel you have to make judgmental comments about my region on the country to back yourself up.",specific,FAC,ent-1601,0,m-1595,8,NOM,3450,loc,hospital,r-748,relm-1791,true,locatednear,physical,"A close member of my family is in fact in hospital over Christmas, but I don't request the sympathy of the nation, so your comparison doesn't work.",2,3447,in
23987125927d321ec6f0c30c8f453cb3,pos,"Life is hard I know.The point isn't that the attack was minor, it was that it could happen at all.Royal security is supposed to be better.One day I would get some TSR users and we will beat almost to death all members of the Royal family except the Queen.Some users who depend on masochism neg me.It feels good.hate them both.",specific,PER,ent-63,m-768,9,NOM,3369,per,the Queen,"Life is hard I know.The point isn't that the attack was minor, it was that it could happen at all.Royal security is supposed to be better.One day I would get some TSR users and we will beat almost to death all members of the Royal family except the Queen.Some users who depend on masochism neg me.It feels good.hate them both.",specific,PER,ent-45,0,m-630,16,NOM,3345,per,the Royal family,r-775,relm-1054,true,family,personalsocial,One day I would get some TSR users and we will beat almost to death all members of the Royal family except the Queen.,6,3355,family
23987125927d321ec6f0c30c8f453cb3,pos,"2-No.Maybe they'll act against these stupid Politicians then.I would much rather the Royal Family in charge than some house of commons bigots anyway.Harry is a right laugh and would be great as a proper leader for this country, even Prince William.Leader? Countries don't need leaders, the leaders of a country are the very people who live there.Leave the masochist ideas for later, please.",specific,PER,ent-51,m-696,5,NAM,1751,per,Harry,"2-No.Maybe they'll act against these stupid Politicians then.I would much rather the Royal Family in charge than some house of commons bigots anyway.Harry is a right laugh and would be great as a proper leader for this country, even Prince William.Leader? Countries don't need leaders, the leaders of a country are the very people who live there.Leave the masochist ideas for later, please.",None,title,f-2366,1,None,6,None,1805,role,leader,r-778,relm-2358,false,role,personalsocial,None,None,None,None
23987125927d321ec6f0c30c8f453cb3,neg,"1-No one.2-No.Maybe they'll act against these stupid Politicians then.I would much rather the Royal Family in charge than some house of commons bigots anyway.Harry is a right laugh and would be great as a proper leader for this country, even Prince William.Leader? Countries don't need leaders, the leaders of a country are the very people who live there.",nonspecific,PER,ent-2355,m-2349,28,NOM,1713,employeemember,some house of commons bigots,"1-No one.2-No.Maybe they'll act against these stupid Politicians then.I would much rather the Royal Family in charge than some house of commons bigots anyway.Harry is a right laugh and would be great as a proper leader for this country, even Prince William.Leader? Countries don't need leaders, the leaders of a country are the very people who live there.",specific,ORG,ent-99,0,m-924,16,NAM,1718,org,house of commons,r-779,relm-2510,true,employmentmembership,orgaffiliation,None,None,None,None
26542fb5b83cdb4b98a3fe31e0226b39,neg,"You seriously scare me.Yeah, FEMA's Katrina effort was an epic performance.Upgrade that unit.FEMA under Bush was in itself a disaster.We all know that.FACT is that FEMA and Homeland Security under Obama works very well.LOOK IT UP.",specific,PER,ent-21,m-192,4,NAM,2005,leader,Bush,"You seriously scare me.Yeah, FEMA's Katrina effort was an epic performance.Upgrade that unit.FEMA under Bush was in itself a disaster.We all know that.FACT is that FEMA and Homeland Security under Obama works very well.LOOK IT UP.",specific,ORG,ent-96,0,m-792,4,NAM,1994,entity,FEMA,r-805,relm-1172,true,leadership,orgaffiliation,FEMA under Bush was in itself a disaster.,5,1999,under
26542fb5b83cdb4b98a3fe31e0226b39,neg,"Ain't happening any time soon.Yeah, FEMA's Katrina effort was an epic performance.Upgrade that unit.FEMA under Bush was in itself a disaster.We all know that.FACT is that FEMA and Homeland Security under Obama works very well.LOOK IT UP.",specific,PER,ent-21,m-198,4,NAM,3850,leader,Bush,"Ain't happening any time soon.Yeah, FEMA's Katrina effort was an epic performance.Upgrade that unit.FEMA under Bush was in itself a disaster.We all know that.FACT is that FEMA and Homeland Security under Obama works very well.LOOK IT UP.",specific,ORG,ent-96,0,m-828,4,NAM,3839,entity,FEMA,r-805,relm-1448,true,leadership,orgaffiliation,FEMA under Bush was in itself a disaster.,5,3844,under
26542fb5b83cdb4b98a3fe31e0226b39,pos,"Upgrade that unit.FEMA under Bush was in itself a disaster.We all know that.FACT is that FEMA and Homeland Security under Obama works very well.LOOK IT UP.That isn't how it works, dingleberry.You brought up how well they work under your supreme leader.",specific,PER,ent-24,m-204,5,NAM,2101,leader,Obama,"Upgrade that unit.FEMA under Bush was in itself a disaster.We all know that.FACT is that FEMA and Homeland Security under Obama works very well.LOOK IT UP.That isn't how it works, dingleberry.You brought up how well they work under your supreme leader.",specific,ORG,ent-114,0,m-924,17,NAM,2077,entity,Homeland Security,r-806,relm-1182,true,leadership,orgaffiliation,FACT is that FEMA and Homeland Security under Obama works very well.,5,2095,under
26542fb5b83cdb4b98a3fe31e0226b39,pos,"Upgrade that unit.FEMA under Bush was in itself a disaster.We all know that.FACT is that FEMA and Homeland Security under Obama works very well.LOOK IT UP.That isn't how it works, dingleberry.You brought up how well they work under your supreme leader.",specific,PER,ent-24,m-216,5,NAM,3946,leader,Obama,"Upgrade that unit.FEMA under Bush was in itself a disaster.We all know that.FACT is that FEMA and Homeland Security under Obama works very well.LOOK IT UP.That isn't how it works, dingleberry.You brought up how well they work under your supreme leader.",specific,ORG,ent-114,0,m-930,17,NAM,3922,entity,Homeland Security,r-806,relm-1458,true,leadership,orgaffiliation,FACT is that FEMA and Homeland Security under Obama works very well.,5,3940,under
26542fb5b83cdb4b98a3fe31e0226b39,pos,"Upgrade that unit.FEMA under Bush was in itself a disaster.We all know that.FACT is that FEMA and Homeland Security under Obama works very well.LOOK IT UP.That isn't how it works, dingleberry.You brought up how well they work under your supreme leader.",specific,PER,ent-24,m-204,5,NAM,2101,leader,Obama,"Upgrade that unit.FEMA under Bush was in itself a disaster.We all know that.FACT is that FEMA and Homeland Security under Obama works very well.LOOK IT UP.That isn't how it works, dingleberry.You brought up how well they work under your supreme leader.",specific,ORG,ent-96,0,m-804,4,NAM,2068,entity,FEMA,r-807,relm-1192,true,leadership,orgaffiliation,FACT is that FEMA and Homeland Security under Obama works very well.,5,2095,under
26542fb5b83cdb4b98a3fe31e0226b39,pos,"Upgrade that unit.FEMA under Bush was in itself a disaster.We all know that.FACT is that FEMA and Homeland Security under Obama works very well.LOOK IT UP.That isn't how it works, dingleberry.You brought up how well they work under your supreme leader.",specific,PER,ent-24,m-216,5,NAM,3946,leader,Obama,"Upgrade that unit.FEMA under Bush was in itself a disaster.We all know that.FACT is that FEMA and Homeland Security under Obama works very well.LOOK IT UP.That isn't how it works, dingleberry.You brought up how well they work under your supreme leader.",specific,ORG,ent-96,0,m-834,4,NAM,3913,entity,FEMA,r-807,relm-1468,true,leadership,orgaffiliation,FACT is that FEMA and Homeland Security under Obama works very well.,5,3940,under
26542fb5b83cdb4b98a3fe31e0226b39,pos,"FACT is that FEMA and Homeland Security under Obama works very well.LOOK IT UP.That isn't how it works, dingleberry.You brought up how well they work under your supreme leader.Now let's see some insttances where that is true.I'll wait.And that's because the State governments have ceded too much power to the Feds.",specific,PER,ent-24,m-210,19,NOM,2226,leader,your supreme leader,"FACT is that FEMA and Homeland Security under Obama works very well.LOOK IT UP.That isn't how it works, dingleberry.You brought up how well they work under your supreme leader.Now let's see some insttances where that is true.I'll wait.And that's because the State governments have ceded too much power to the Feds.",specific,ORG,ent-117,0,m-936,4,PRO,2210,entity,they,r-808,relm-1202,true,leadership,orgaffiliation,You brought up how well they work under your supreme leader.,5,2220,under
26542fb5b83cdb4b98a3fe31e0226b39,pos,"FACT is that FEMA and Homeland Security under Obama works very well.LOOK IT UP.That isn't how it works, dingleberry.You brought up how well they work under your supreme leader.Now let's see some insttances where that is true.I'll wait.Hurricane Irene.",specific,PER,ent-24,m-222,19,NOM,4071,leader,your supreme leader,"FACT is that FEMA and Homeland Security under Obama works very well.LOOK IT UP.That isn't how it works, dingleberry.You brought up how well they work under your supreme leader.Now let's see some insttances where that is true.I'll wait.Hurricane Irene.",specific,ORG,ent-117,0,m-942,4,PRO,4055,entity,they,r-808,relm-1478,true,leadership,orgaffiliation,You brought up how well they work under your supreme leader.,5,4065,under
26542fb5b83cdb4b98a3fe31e0226b39,pos,"Oh, and the fact they didn't have to actually consult with states they just moved right in thanks to congress giving them broadened authority.Without local know how, they would have botched the deal just as bad as Katrina.Hence, they are not really worth having adn should dismantled to the state level.We have national guard for when the statre requires tactical help such as Irene.if that's all FEMA has going for it, it isn't much at all.Ron Paul says tornado victims should not get aid | 11alive.comNuts.",specific,ORG,ent-99,m-888,14,NAM,5368,suborg,national guard,"Oh, and the fact they didn't have to actually consult with states they just moved right in thanks to congress giving them broadened authority.Without local know how, they would have botched the deal just as bad as Katrina.Hence, they are not really worth having adn should dismantled to the state level.We have national guard for when the statre requires tactical help such as Irene.if that's all FEMA has going for it, it isn't much at all.Ron Paul says tornado victims should not get aid | 11alive.comNuts.",specific,GPE,ent-123,0,m-1020,2,PRO,5360,parent,We,r-809,relm-1212,true,subsidiary,partwhole,We have national guard for when the statre requires tactical help such as Irene.,4,5363,have
26542fb5b83cdb4b98a3fe31e0226b39,neg,"if that's all FEMA has going for it, it isn't much at all.Ron Paul says tornado victims should not get aid | 11alive.comNuts.My heart goes out to the people in tornado alley and I have no problem with my tax dollars going to help the survivors rebuild their lives.Classic Ron Paul.At least in Ron Paul's world the tornado victims will have legalized drugs and prostitiution to comfort them.A democrat speaking out against personal liberties, while speaking in favor of spreading the wealth around, not so rare anymore.",specific,PER,ent-33,m-366,27,NOM,5838,entity,the people in tornado alley,"if that's all FEMA has going for it, it isn't much at all.Ron Paul says tornado victims should not get aid | 11alive.comNuts.My heart goes out to the people in tornado alley and I have no problem with my tax dollars going to help the survivors rebuild their lives.Classic Ron Paul.At least in Ron Paul's world the tornado victims will have legalized drugs and prostitiution to comfort them.A democrat speaking out against personal liberties, while speaking in favor of spreading the wealth around, not so rare anymore.",specific,LOC,ent-147,0,m-1146,13,NAM,5852,loc,tornado alley,r-810,relm-1222,true,locatednear,physical,My heart goes out to the people in tornado alley and I have no problem with my tax dollars going to help the survivors rebuild their lives.,2,5849,in
26542fb5b83cdb4b98a3fe31e0226b39,pos,Each state cannot prepare for a mega disaster.Having the Federal Government prepared to bring disaster relief where it is needed is more cost effective than 50 states preparing for a disaster that may never comeLook at the massive fires in Arizona and California last years.Those states cannot afford to keep the manpower and equipment on hand to battle thousands of square miles of fire.The Federal Government is able to bring in personnel and resources from around the countryWhy exactly can't each state be prepared for a mega disaster?look at hurricane katrina.do you think LA alone could have prepared for that?,nonspecific,PER,ent-1256,m-1250,9,NOM,601,entity,personnel,Each state cannot prepare for a mega disaster.Having the Federal Government prepared to bring disaster relief where it is needed is more cost effective than 50 states preparing for a disaster that may never comeLook at the massive fires in Arizona and California last years.Those states cannot afford to keep the manpower and equipment on hand to battle thousands of square miles of fire.The Federal Government is able to bring in personnel and resources from around the countryWhy exactly can't each state be prepared for a mega disaster?look at hurricane katrina.do you think LA alone could have prepared for that?,specific,GPE,ent-123,0,m-990,11,NOM,637,loc,the country,r-811,relm-1523,true,locatednear,physical,The Federal Government is able to bring in personnel and resources from around the country,4,625,from
26542fb5b83cdb4b98a3fe31e0226b39,pos,Each state cannot prepare for a mega disaster.Having the Federal Government prepared to bring disaster relief where it is needed is more cost effective than 50 states preparing for a disaster that may never comeLook at the massive fires in Arizona and California last years.Those states cannot afford to keep the manpower and equipment on hand to battle thousands of square miles of fire.The Federal Government is able to bring in personnel and resources from around the countryWhy exactly can't each state be prepared for a mega disaster?This is part and parcel with you guys.You are looking to break up the United States.,nonspecific,PER,ent-1256,m-1319,9,NOM,3254,entity,personnel,Each state cannot prepare for a mega disaster.Having the Federal Government prepared to bring disaster relief where it is needed is more cost effective than 50 states preparing for a disaster that may never comeLook at the massive fires in Arizona and California last years.Those states cannot afford to keep the manpower and equipment on hand to battle thousands of square miles of fire.The Federal Government is able to bring in personnel and resources from around the countryWhy exactly can't each state be prepared for a mega disaster?This is part and parcel with you guys.You are looking to break up the United States.,specific,GPE,ent-123,0,m-1325,11,NOM,3290,loc,the country,r-811,relm-1533,true,locatednear,physical,The Federal Government is able to bring in personnel and resources from around the country,4,3278,from
2aaa319d1e1a0600837d013cb84290ea,neg,"He wants the role of United States diminished among the countries of the world.As for anti-american policies, there are so many.Here are someHe wants to take away free choice with regard to healthcare and put government in charge.America was founded on free markets and capitalism so this is anti-americanHe has taken over many american businesses, again going against american free market principles.He is trying to silence radio talk show hosts like rush limbaugh by implementing a regulatory scheme that would impose government controls on content instead of letting the free markets decide what the content should be.This is in violation of free speech, another principle this country was founded on.He is trying to use the FCC to control internet content, because he knows that as long as there is free speech online, people will be critical of himHe has had many loud and very public battles with fox news and rush limbaugh.",specific,PER,ent-24,m-372,2,PRO,678,leader,He,"He wants the role of United States diminished among the countries of the world.As for anti-american policies, there are so many.Here are someHe wants to take away free choice with regard to healthcare and put government in charge.America was founded on free markets and capitalism so this is anti-americanHe has taken over many american businesses, again going against american free market principles.He is trying to silence radio talk show hosts like rush limbaugh by implementing a regulatory scheme that would impose government controls on content instead of letting the free markets decide what the content should be.This is in violation of free speech, another principle this country was founded on.He is trying to use the FCC to control internet content, because he knows that as long as there is free speech online, people will be critical of himHe has had many loud and very public battles with fox news and rush limbaugh.",nonspecific,ORG,ent-1444,0,m-1438,24,NOM,696,entity,many american businesses,r-866,relm-1447,true,leadership,orgaffiliation,"America was founded on free markets and capitalism so this is anti-americanHe has taken over many american businesses, again going against american free market principles.",10,685,taken over
2bdb9d86091c6f412ffa767bdc749be9,pos,"He's been having violin lessons at school for the past year.During another discussion on MSE I was told that the G &amp; T register is the top x% for their school, so in another school where children were better than science than my DS would mean he wouldn't be on the G &amp; T register for it and vice versa.I'd think this must be what has happened with DS and music if the school wasn't so good at music themselves iyswim.My husband went to the parents evening where DS's teacher told him and said that DS had had an assessment and it was to do with the way he held his violin.DS said they were played a tune on the piano and had to him it back.I am not the slightest bit musical myself and I admit to being flummoxed.and just in case this thread gets moved to DT, I'm asking in here not only because I know a lot of teachers go on this board but because I need to know if it is true do I need to spend money on more lesons.",specific,PER,ent-36,m-588,12,NOM,1603,per,DS's teacher,"He's been having violin lessons at school for the past year.During another discussion on MSE I was told that the G &amp; T register is the top x% for their school, so in another school where children were better than science than my DS would mean he wouldn't be on the G &amp; T register for it and vice versa.I'd think this must be what has happened with DS and music if the school wasn't so good at music themselves iyswim.My husband went to the parents evening where DS's teacher told him and said that DS had had an assessment and it was to do with the way he held his violin.DS said they were played a tune on the piano and had to him it back.I am not the slightest bit musical myself and I admit to being flummoxed.and just in case this thread gets moved to DT, I'm asking in here not only because I know a lot of teachers go on this board but because I need to know if it is true do I need to spend money on more lesons.",specific,PER,ent-18,0,m-378,2,NAM,1603,per,DS,r-905,relm-874,true,business,personalsocial,My husband went to the parents evening where DS's teacher told him and said that DS had had an assessment and it was to do with the way he held his violin.,4,1603,DS's
2bdb9d86091c6f412ffa767bdc749be9,pos,"good luck!Violins are an evil instrument to learn, and you have my sympathy...I wouldn't pay for extra lessons unless HE wants them and is prepared to practise!DS3 was on the register for English, which flummoxed me, because I didn't think he'd ever written enough to show any ability...im not a teacher but maybe they have seen some natural talent in him (talent that is easily hidden from you when all you hear is a screechy violin!lol)my DD is doing a forensic science course today for a select group of our areas G&amp;T children and believe me a letter arriving from the schools ""co-ordinator for more able children"" was more than a shock!",specific,PER,ent-57,m-690,3,NAM,4245,per,DS3,"good luck!Violins are an evil instrument to learn, and you have my sympathy...I wouldn't pay for extra lessons unless HE wants them and is prepared to practise!DS3 was on the register for English, which flummoxed me, because I didn't think he'd ever written enough to show any ability...im not a teacher but maybe they have seen some natural talent in him (talent that is easily hidden from you when all you hear is a screechy violin!lol)my DD is doing a forensic science course today for a select group of our areas G&amp;T children and believe me a letter arriving from the schools ""co-ordinator for more able children"" was more than a shock!",specific,PER,ent-54,0,m-678,2,PRO,4298,per,me,r-908,relm-904,true,family,personalsocial,"DS3 was on the register for English, which flummoxed me, because I didn't think he'd ever written enough to show any ability...",3,4245,DS3
2bdb9d86091c6f412ffa767bdc749be9,pos,"I wouldn't pay for extra lessons unless HE wants them and is prepared to practise!DS3 was on the register for English, which flummoxed me, because I didn't think he'd ever written enough to show any ability...im not a teacher but maybe they have seen some natural talent in him (talent that is easily hidden from you when all you hear is a screechy violin!lol)my DD is doing a forensic science course today for a select group of our areas G&amp;T children and believe me a letter arriving from the schools ""co-ordinator for more able children"" was more than a shock!",specific,PER,ent-63,m-726,5,NOM,4605,per,my DD,"I wouldn't pay for extra lessons unless HE wants them and is prepared to practise!DS3 was on the register for English, which flummoxed me, because I didn't think he'd ever written enough to show any ability...im not a teacher but maybe they have seen some natural talent in him (talent that is easily hidden from you when all you hear is a screechy violin!lol)my DD is doing a forensic science course today for a select group of our areas G&amp;T children and believe me a letter arriving from the schools ""co-ordinator for more able children"" was more than a shock!",specific,PER,ent-60,0,m-714,2,PRO,4605,per,my,r-909,relm-914,true,family,personalsocial,"lol)my DD is doing a forensic science course today for a select group of our areas G&amp;T children and believe me a letter arriving from the schools ""co-ordinator for more able children"" was more than a shock!",2,4608,DD
2bdb9d86091c6f412ffa767bdc749be9,pos,"I am not the slightest bit musical myself and I admit to being flummoxed.and just in case this thread gets moved to DT, I'm asking in here not only because I know a lot of teachers go on this board but because I need to know if it is true do I need to spend money on more lesons.does your child enjoy playing the violin?only reason i ask is, i played saxophone at school and enjoyed playing it until i got to the age of it not being cool having lessons instead of being with friends, and i often used to miss my lessons, which for some time my parents were unaware of yet still payed for.Good on your son for being gifted in both subjects, but make sure its what he wants to persue otherwise it could get very pricey.AFAIK he enjoys it.At his school all year 5 children play but because he started lessons in yr 4 he has an additional lesson (eg a school lesson, plus a separate one).",specific,PER,ent-42,m-618,1,PRO,2423,per,i,"I am not the slightest bit musical myself and I admit to being flummoxed.and just in case this thread gets moved to DT, I'm asking in here not only because I know a lot of teachers go on this board but because I need to know if it is true do I need to spend money on more lesons.does your child enjoy playing the violin?only reason i ask is, i played saxophone at school and enjoyed playing it until i got to the age of it not being cool having lessons instead of being with friends, and i often used to miss my lessons, which for some time my parents were unaware of yet still payed for.Good on your son for being gifted in both subjects, but make sure its what he wants to persue otherwise it could get very pricey.AFAIK he enjoys it.At his school all year 5 children play but because he started lessons in yr 4 he has an additional lesson (eg a school lesson, plus a separate one).",nonspecific,PER,ent-1178,0,m-1172,7,NOM,2498,per,friends,r-914,relm-1253,true,unspecified,personalsocial,"only reason i ask is, i played saxophone at school and enjoyed playing it until i got to the age of it not being cool having lessons instead of being with friends, and i often used to miss my lessons, which for some time my parents were unaware of yet still payed for.",7,2498,friends
2bdb9d86091c6f412ffa767bdc749be9,pos,"Now Science I can understand, his favourite programmes are Brainiac, Air Crash Investigation, Prototype this, Scrapheap challenge.He amazes us with scientific facts and figures.He creates k'nex models out of his head (not what's on the box) that can move and wind things up.He's been selected for the 2nd year running to go to a 'workshop' day at the local secondary school which specialises in science.But Music I'm lost.He plays the violin The school he is at is very musical, they have won awards and play in music festivals.My son is never ever selected to go.",specific,PER,ent-18,m-282,2,PRO,427,entity,He,"Now Science I can understand, his favourite programmes are Brainiac, Air Crash Investigation, Prototype this, Scrapheap challenge.He amazes us with scientific facts and figures.He creates k'nex models out of his head (not what's on the box) that can move and wind things up.He's been selected for the 2nd year running to go to a 'workshop' day at the local secondary school which specialises in science.But Music I'm lost.He plays the violin The school he is at is very musical, they have won awards and play in music festivals.My son is never ever selected to go.",specific,FAC,ent-1497,0,m-810,26,NOM,500,loc,the local secondary school,r-916,relm-1459,false,locatednear,physical,He's been selected for the 2nd year running to go to a 'workshop' day at the local secondary school which specialises in science.,2,477,to
2d8d3572658fdb8754fdc84d2b15f302,pos,"Or they even might actually possess a gene that you and I don't have.Greed, bitter, always think somoenes out to get theirs.Not realizing they benefit too when we are all in this together.And I know a lot of very good people who are voting Republican.They have been brainwashed by Fox and/or Rush.But again, they must have the gene that makes them seseptable to it, because all I get from watching Fox is mad.People have been brainwashed.",specific,PER,ent-36,m-249,1,PRO,3448,per,I,"Or they even might actually possess a gene that you and I don't have.Greed, bitter, always think somoenes out to get theirs.Not realizing they benefit too when we are all in this together.And I know a lot of very good people who are voting Republican.They have been brainwashed by Fox and/or Rush.But again, they must have the gene that makes them seseptable to it, because all I get from watching Fox is mad.People have been brainwashed.",specific,PER,ent-57,0,m-333,51,NOM,3455,per,a lot of very good people who are voting Republican,r-946,relm-415,true,unspecified,personalsocial,And I know a lot of very good people who are voting Republican.,4,3450,know
2f5ee4e363c30678dc3b55caf43bc63d,neg,"No flotillas for the mass slaughter victims in Hama or Da'araa?You want to laugh at what hypocritical, racist trash the far-left anti-war scumbags are, check out code pink's site, there is not a fucking word mentioning syria.Or even better, call the communist/marxist lowlifes at International Answer, the other fucking trash cindy sheehan-allied group that made a name for itself fighting Bush ""and his wars.""Ask them why they are not protesting the war crimes the syrian regime is committing in syria, and they'll manufacture every BS nonsense excuse in the book.What are you babbling about now?Draft?I do recall Democrats wanted a stupid draft...",specific,ORG,ent-111,m-738,17,NOM,4588,suborg,the syrian regime,"No flotillas for the mass slaughter victims in Hama or Da'araa?You want to laugh at what hypocritical, racist trash the far-left anti-war scumbags are, check out code pink's site, there is not a fucking word mentioning syria.Or even better, call the communist/marxist lowlifes at International Answer, the other fucking trash cindy sheehan-allied group that made a name for itself fighting Bush ""and his wars.""Ask them why they are not protesting the war crimes the syrian regime is committing in syria, and they'll manufacture every BS nonsense excuse in the book.What are you babbling about now?Draft?I do recall Democrats wanted a stupid draft...",specific,GPE,ent-129,0,m-930,6,NAM,4592,parent,syrian,r-956,relm-1014,true,subsidiary,partwhole,"Ask them why they are not protesting the war crimes the syrian regime is committing in syria, and they'll manufacture every BS nonsense excuse in the book.",6,4592,syrian
